cod_nota,nota_NP1,nota_NP2,nota_exame,semestre,ano,cod_disciplina,cod_aluno
1968,5.03,6.66,1.02,1,2015,204,70
1969,1.31,6.87,0.42,1,2016,205,70
1970,5.71,1.0,2.72,1,2017,206,70
1971,7.0,9.6,0.0,2,2012,207,70
1972,3.82,1.67,1.59,1,2016,208,70
1973,7.33,4.43,4.0,2,2013,209,70
1974,3.02,4.16,8.54,2,2015,210,70
1975,5.73,7.47,8.78,2,2014,211,70
1976,8.57,1.54,2.71,2,2015,212,70
1977,8.44,5.06,5.31,2,2011,213,70
1978,7.45,2.26,4.09,1,2018,214,70
1979,4.14,0.43,9.03,2,2015,215,70
1980,9.8,1.3,8.67,1,2010,216,70
1981,6.78,4.55,4.77,2,2018,217,70
1982,2.95,4.97,5.76,1,2014,218,70
1983,4.17,3.76,8.06,2,2014,219,70
1984,4.64,5.4,2.12,2,2019,220,70
1985,8.26,9.69,0.0,2,2016,221,70
1986,3.87,0.82,1.53,1,2013,222,70
1987,6.3,9.6,0.0,2,2018,223,70
1988,2.21,8.36,0.67,1,2011,896,71
1989,1.12,3.39,5.69,2,2014,897,71
1990,2.44,1.0,8.21,2,2015,898,71
1991,6.93,7.36,0.0,1,2012,899,71
1992,9.12,9.89,0.0,2,2013,900,71
1993,0.59,9.3,1.89,1,2010,901,71
1994,3.83,2.89,3.3,2,2017,902,71
1995,3.38,8.45,4.21,2,2012,903,71
1996,3.53,0.35,5.06,2,2011,904,71
1997,3.73,8.39,1.2,2,2012,905,71
1998,1.81,5.11,3.16,2,2012,906,71
1999,2.37,7.48,9.92,2,2015,907,71
2000,4.51,0.02,4.73,2,2019,908,71
2001,1.26,1.94,8.09,2,2015,909,71
2002,4.55,3.48,8.58,2,2014,910,71
2003,3.97,9.11,1.78,2,2013,911,71
2004,6.82,1.75,3.62,1,2015,912,71
2005,4.31,5.44,0.79,2,2015,913,71
2006,3.69,6.76,9.2,2,2013,914,71
2007,3.69,4.56,2.53,2,2014,915,71
2008,1.6,6.56,8.3,1,2015,916,71
2009,0.61,2.38,7.25,1,2018,917,71
2010,8.33,8.03,0.0,2,2017,918,71
2011,3.45,3.07,8.95,1,2019,919,71
2012,5.58,8.94,0.0,1,2018,920,71
2013,3.77,4.74,9.91,2,2020,921,71
2014,0.66,5.57,5.99,2,2017,922,71
2015,7.42,1.0,8.71,2,2020,923,71
2016,6.1,9.27,0.0,2,2016,196,72
2017,1.47,6.76,7.81,2,2018,197,72
2018,9.02,3.09,0.43,1,2019,198,72
2019,8.56,6.15,0.0,1,2015,199,72
2020,6.31,8.16,0.0,1,2017,200,72
2021,4.0,3.54,4.84,2,2013,201,72
2022,1.4,5.35,6.48,2,2011,202,72
2023,1.68,2.22,4.47,2,2014,203,72
2024,6.76,3.85,8.16,2,2016,204,72
2025,1.38,5.93,6.66,1,2014,205,72
2026,4.26,8.53,7.24,1,2016,206,72
2027,0.47,3.55,2.78,2,2013,207,72
2028,0.1,0.0,7.35,2,2015,208,72
2029,8.93,6.21,0.0,2,2013,209,72
2030,0.43,7.96,8.82,2,2014,210,72
2031,8.96,3.1,0.34,1,2014,211,72
2032,5.85,1.82,7.65,2,2016,212,72
2033,5.49,7.89,9.58,1,2011,213,72
2034,0.33,5.45,2.35,1,2012,214,72
2035,8.67,5.64,0.0,2,2014,215,72
2036,4.63,2.42,5.02,2,2015,216,72
2037,3.61,1.79,3.73,1,2013,217,72
2038,8.02,3.15,3.21,1,2016,218,72
2039,7.29,4.95,9.25,2,2017,219,72
2040,2.32,1.72,6.78,1,2017,220,72
2041,9.16,6.41,0.0,2,2017,221,72
2042,3.81,4.75,9.27,1,2015,222,72
2043,0.36,9.62,1.8,1,2014,223,72
2044,3.65,8.14,6.26,2,2010,0,73
2045,2.06,8.45,6.67,2,2016,1,73
2046,4.2,7.8,9.51,1,2016,2,73
2047,5.74,5.44,9.92,1,2016,3,73
2048,2.07,1.4,5.63,1,2015,4,73
2049,4.72,5.43,3.96,1,2017,5,73
2050,4.57,8.79,2.64,1,2012,6,73
2051,7.88,8.93,0.0,2,2015,7,73
2052,2.36,7.1,0.96,1,2012,8,73
2053,8.92,5.19,0.0,2,2016,9,73
2054,6.3,1.41,1.06,1,2015,10,73
2055,2.3,8.78,1.91,2,2017,11,73
2056,5.2,2.5,6.61,1,2018,12,73
2057,3.96,8.82,8.9,1,2015,13,73
2058,9.35,9.25,0.0,2,2018,14,73
2059,7.49,9.23,0.0,2,2020,15,73
2060,1.49,6.77,3.9,1,2018,16,73
2061,4.04,3.08,4.55,1,2015,17,73
2062,4.54,6.14,9.7,2,2011,18,73
2063,3.77,9.95,3.02,1,2012,19,73
2064,4.19,9.52,2.91,1,2018,20,73
2065,2.5,2.58,0.6,2,2014,21,73
2066,3.87,3.41,8.54,1,2017,22,73
2067,5.33,2.49,5.84,2,2013,23,73
2068,2.07,1.74,3.0,2,2010,24,73
2069,7.76,8.22,0.0,1,2011,25,73
2070,8.7,9.06,0.0,1,2015,26,73
2071,1.49,0.05,3.41,1,2019,27,73
2072,8.94,3.88,1.41,2,2013,896,74
2073,4.69,8.6,2.13,1,2019,897,74
2074,4.99,1.31,4.98,1,2015,898,74
2075,1.05,1.13,1.49,1,2018,899,74
2076,3.59,1.73,7.78,1,2020,900,74
2077,7.62,3.41,8.13,1,2013,901,74
2078,1.86,8.66,5.07,2,2014,902,74
2079,9.32,6.49,0.0,1,2016,903,74
2080,4.42,3.9,0.04,2,2011,904,74
2081,3.77,3.16,0.37,1,2017,905,74
2082,9.89,2.54,7.15,1,2013,906,74
2083,8.38,5.15,3.42,2,2016,907,74
2084,6.98,7.5,0.0,1,2012,908,74
2085,0.06,1.48,2.11,2,2018,909,74
2086,9.66,3.36,7.15,2,2015,910,74
2087,1.56,3.47,3.88,1,2013,911,74
2088,7.63,3.27,3.65,2,2010,912,74
2089,8.11,3.56,0.66,1,2017,913,74
2090,2.45,8.0,1.5,1,2011,914,74
2091,5.7,8.51,0.0,2,2012,915,74
2092,9.17,5.15,0.0,1,2016,916,74
2093,3.94,4.66,0.14,1,2016,917,74
2094,7.72,8.3,0.0,2,2011,918,74
2095,8.45,5.5,0.79,2,2014,919,74
2096,6.59,3.55,8.32,2,2010,920,74
2097,2.13,4.66,2.29,1,2017,921,74
2098,3.93,5.4,7.92,2,2017,922,74
2099,4.27,1.42,2.84,2,2017,923,74
2100,3.44,4.12,5.14,1,2018,728,75
2101,1.27,7.69,5.56,2,2018,729,75
2102,2.66,2.78,7.85,1,2016,730,75
2103,3.26,9.88,0.29,2,2015,731,75
2104,5.01,0.85,8.66,2,2014,732,75
2105,2.18,8.92,7.66,2,2013,733,75
2106,0.36,1.88,6.44,1,2011,734,75
2107,0.48,6.93,2.59,1,2016,735,75
2108,1.46,5.78,3.78,1,2014,736,75
2109,9.31,8.46,0.0,1,2013,737,75
2110,5.79,8.47,0.0,1,2010,738,75
2111,3.38,2.6,4.03,1,2017,739,75
2112,5.91,8.27,0.0,1,2017,740,75
2113,8.15,6.29,0.0,2,2017,741,75
2114,9.66,9.7,0.0,1,2019,742,75
2115,2.31,8.99,6.1,1,2014,743,75
2116,5.7,1.98,7.52,1,2014,744,75
2117,2.96,1.81,0.88,2,2015,745,75
2118,3.35,4.95,8.78,1,2010,746,75
2119,6.52,5.17,7.51,1,2013,747,75
2120,8.77,7.62,0.0,2,2016,748,75
2121,4.39,9.23,7.69,2,2017,749,75
2122,6.74,3.96,3.97,2,2015,750,75
2123,3.7,4.57,1.0,1,2012,751,75
2124,9.48,1.97,2.61,2,2016,752,75
2125,2.92,0.57,2.19,1,2013,753,75
2126,2.02,0.07,9.37,2,2016,754,75
2127,6.72,5.99,3.67,2,2015,755,75
2128,1.14,9.6,7.77,2,2011,1036,76
2129,0.52,6.35,3.72,2,2013,1037,76
2130,4.23,1.05,8.83,2,2014,1038,76
2131,5.71,1.16,3.69,1,2016,1039,76
2132,6.87,1.2,0.25,2,2013,1040,76
2133,7.79,8.02,0.0,2,2020,1041,76
2134,5.17,5.33,0.83,1,2013,1042,76
2135,4.28,6.79,6.65,2,2013,1043,76
2136,2.32,1.45,9.86,1,2018,1044,76
2137,6.77,4.12,2.4,1,2017,1045,76
2138,8.51,7.47,0.0,1,2015,1046,76
2139,5.67,8.39,0.0,2,2012,1047,76
2140,9.3,2.6,3.95,1,2015,1048,76
2141,5.42,9.93,0.0,1,2015,1049,76
2142,2.81,4.09,0.7,2,2014,1050,76
2143,8.12,2.33,4.47,1,2017,1051,76
2144,5.18,7.52,3.56,2,2015,1052,76
2145,3.28,5.53,9.76,1,2013,1053,76
2146,2.87,3.38,6.23,1,2014,1054,76
2147,8.7,2.34,5.18,1,2015,1055,76
2148,0.21,1.97,1.66,1,2017,1056,76
2149,0.42,6.93,6.12,2,2011,1057,76
2150,4.99,2.64,6.52,1,2013,1058,76
2151,8.25,4.05,2.85,2,2016,1059,76
2152,7.63,2.85,9.69,2,2013,1060,76
2153,7.06,8.79,0.0,1,2014,1061,76
2154,2.32,1.39,7.93,2,2020,1062,76
2155,6.17,2.43,7.02,1,2013,1063,76
2156,4.11,6.68,3.64,1,2016,196,77
2157,4.23,6.65,7.18,1,2017,197,77
2158,4.49,3.37,3.95,1,2016,198,77
2159,9.95,2.68,1.9,1,2011,199,77
2160,1.42,9.97,9.49,2,2011,200,77
2161,2.47,2.15,6.06,2,2016,201,77
2162,1.68,2.81,5.98,2,2015,202,77
2163,6.81,6.33,0.59,2,2016,203,77
2164,8.41,5.68,0.0,2,2015,204,77
2165,3.42,4.72,3.78,2,2011,205,77
2166,1.93,6.74,0.66,1,2015,206,77
2167,7.6,1.75,6.4,1,2020,207,77
2168,0.61,8.72,2.81,2,2017,208,77
2169,2.34,2.31,6.92,1,2018,209,77
2170,1.39,9.55,5.92,2,2014,210,77
2171,0.74,3.61,8.31,1,2017,211,77
2172,7.79,6.36,0.0,2,2015,212,77
2173,7.42,4.17,6.94,2,2010,213,77
2174,1.84,5.17,0.75,2,2014,214,77
2175,0.55,6.37,3.38,2,2015,215,77
2176,3.51,8.6,7.74,2,2015,216,77
2177,0.14,4.11,8.67,2,2011,217,77
2178,3.08,4.02,9.7,1,2014,218,77
2179,3.89,0.57,9.82,2,2015,219,77
2180,2.58,5.0,5.4,2,2015,220,77
2181,1.72,3.0,0.96,1,2018,221,77
2182,8.46,2.8,4.89,1,2013,222,77
2183,0.85,2.95,1.66,1,2017,223,77
2184,5.32,6.25,8.36,2,2013,84,78
2185,1.11,6.95,6.44,2,2016,85,78
2186,8.08,8.86,0.0,2,2011,86,78
2187,6.68,1.51,9.91,2,2016,87,78
2188,4.91,4.65,4.22,1,2016,88,78
2189,2.59,8.18,7.27,2,2018,89,78
2190,5.9,7.55,5.4,2,2015,90,78
2191,5.37,2.24,0.33,1,2014,91,78
2192,5.99,5.17,7.54,1,2013,92,78
2193,5.73,6.15,0.33,1,2018,93,78
2194,6.98,9.68,0.0,1,2015,94,78
2195,4.14,6.21,1.33,2,2020,95,78
2196,7.14,4.71,3.67,1,2016,96,78
2197,3.1,4.05,1.62,2,2012,97,78
2198,5.83,8.54,0.0,1,2013,98,78
2199,6.29,8.83,0.0,2,2015,99,78
2200,4.04,1.81,1.98,1,2020,100,78
2201,1.12,2.38,7.13,2,2014,101,78
2202,0.19,5.11,0.92,2,2019,102,78
2203,1.48,9.11,2.36,1,2013,103,78
2204,0.79,8.23,1.11,2,2015,104,78
2205,2.08,4.39,2.28,2,2010,105,78
2206,2.27,2.35,8.88,1,2016,106,78
2207,5.39,7.72,0.52,1,2017,107,78
2208,3.43,2.89,4.81,1,2012,108,78
2209,5.88,1.58,2.59,2,2013,109,78
2210,2.06,3.18,0.7,2,2015,110,78
2211,4.05,5.48,3.02,2,2013,111,78
2212,0.4,3.03,7.83,2,2015,0,79
2213,8.58,6.2,0.0,1,2017,1,79
2214,4.44,0.99,6.17,2,2012,2,79
2215,4.73,6.89,3.21,1,2019,3,79
2216,9.62,6.12,0.0,1,2019,4,79
2217,0.98,5.47,1.52,1,2017,5,79
2218,9.53,1.65,0.84,1,2017,6,79
2219,4.41,2.98,8.31,1,2015,7,79
2220,4.31,6.86,4.05,1,2019,8,79
2221,7.42,0.98,2.98,2,2017,9,79
2222,8.67,5.78,0.0,1,2015,10,79
2223,9.28,1.32,9.52,1,2013,11,79
2224,4.94,4.19,9.61,1,2017,12,79
2225,9.51,5.39,0.0,1,2017,13,79
2226,9.14,6.39,0.0,2,2017,14,79
2227,8.81,6.27,0.0,1,2015,15,79
2228,4.44,0.1,4.74,1,2013,16,79
2229,0.73,0.72,6.15,2,2012,17,79
2230,0.22,7.46,8.82,1,2018,18,79
2231,5.59,9.69,0.0,1,2014,19,79
2232,4.13,6.38,3.72,2,2015,20,79
2233,1.97,7.21,6.67,1,2018,21,79
2234,9.33,3.9,6.2,2,2019,22,79
2235,9.01,5.74,0.0,2,2010,23,79
2236,3.55,9.68,7.41,1,2016,24,79
2237,5.37,0.97,7.9,2,2017,25,79
2238,2.43,5.65,9.44,2,2013,26,79
2239,7.01,2.0,7.65,1,2014,27,79
2240,3.8,9.87,5.17,1,2018,532,80
2241,5.54,5.42,3.93,1,2018,533,80
2242,5.53,1.79,9.99,2,2014,534,80
2243,6.99,2.37,0.14,2,2020,535,80
2244,7.93,6.84,0.0,2,2015,536,80
2245,2.31,4.47,6.94,2,2020,537,80
2246,2.58,9.65,9.43,2,2013,538,80
2247,4.23,5.44,5.5,2,2013,539,80
2248,3.66,1.19,2.49,2,2014,540,80
2249,1.58,6.38,0.05,2,2017,541,80
2250,6.13,0.62,3.77,2,2017,542,80
2251,4.22,7.37,8.29,2,2016,543,80
2252,2.17,4.25,4.83,2,2015,544,80
2253,0.54,8.45,1.39,1,2015,545,80
2254,0.16,3.79,1.81,1,2014,546,80
2255,7.06,7.27,0.0,1,2015,547,80
2256,3.39,7.97,1.27,2,2020,548,80
2257,8.3,1.43,0.38,1,2011,549,80
2258,1.02,6.04,1.63,2,2013,550,80
2259,9.2,5.98,0.0,2,2010,551,80
2260,7.32,6.61,3.3,2,2014,552,80
2261,1.3,4.23,0.52,1,2019,553,80
2262,4.09,0.81,8.24,2,2018,554,80
2263,4.38,3.52,8.11,1,2012,555,80
2264,1.6,3.2,1.28,1,2016,556,80
2265,1.65,4.86,8.53,1,2017,557,80
2266,0.57,3.2,6.87,2,2015,558,80
2267,1.25,7.22,9.98,1,2015,559,80
2268,2.0,5.98,5.87,1,2015,504,81
2269,6.95,5.68,4.72,2,2013,505,81
2270,5.17,2.19,2.42,1,2010,506,81
2271,5.78,5.54,5.08,1,2017,507,81
2272,9.33,8.69,0.0,2,2017,508,81
2273,7.3,2.83,6.37,1,2012,509,81
2274,2.28,3.32,5.08,1,2014,510,81
2275,7.47,1.29,3.18,2,2017,511,81
2276,3.95,5.06,5.69,1,2020,512,81
2277,5.08,7.39,0.53,1,2012,513,81
2278,8.77,9.69,0.0,1,2014,514,81
2279,8.49,5.36,4.85,2,2015,515,81
2280,9.03,2.3,5.28,2,2012,516,81
2281,9.21,5.47,0.0,1,2013,517,81
2282,7.15,3.15,2.39,2,2016,518,81
2283,5.06,6.34,2.13,1,2010,519,81
2284,8.2,6.02,0.0,1,2015,520,81
2285,2.08,9.09,0.41,1,2010,521,81
2286,8.07,9.27,0.0,1,2012,522,81
2287,9.92,4.07,6.39,2,2015,523,81
2288,0.8,1.84,5.65,2,2015,524,81
2289,3.59,4.06,0.85,2,2014,525,81
2290,1.53,4.54,0.33,1,2013,526,81
2291,2.78,3.27,5.94,1,2017,527,81
2292,1.85,3.32,7.78,2,2015,528,81
2293,1.14,9.08,9.34,2,2014,529,81
2294,7.62,9.58,0.0,1,2016,530,81
2295,0.08,9.32,4.96,2,2016,531,81
2296,3.93,6.27,0.49,1,2012,784,82
2297,8.54,0.95,1.44,2,2020,785,82
2298,1.63,7.83,4.57,1,2020,786,82
2299,4.74,1.71,2.99,1,2017,787,82
2300,5.3,2.94,1.64,1,2017,788,82
2301,8.92,0.92,4.22,2,2017,789,82
2302,7.14,7.6,0.0,1,2010,790,82
2303,5.04,6.23,0.07,2,2016,791,82
2304,9.14,1.53,4.77,2,2018,792,82
2305,6.86,4.01,6.69,1,2016,793,82
2306,3.05,6.11,4.6,2,2016,794,82
2307,1.92,1.02,7.62,1,2016,795,82
2308,9.76,3.57,7.54,1,2017,796,82
2309,3.1,1.42,6.1,1,2011,797,82
2310,9.04,7.67,0.0,2,2013,798,82
2311,7.44,9.79,0.0,2,2017,799,82
2312,5.33,3.09,6.01,2,2016,800,82
2313,9.51,1.36,5.36,2,2019,801,82
2314,0.77,8.78,7.77,2,2013,802,82
2315,3.59,6.81,0.22,1,2016,803,82
2316,9.08,9.49,0.0,2,2018,804,82
2317,8.26,5.34,7.25,1,2016,805,82
2318,1.25,7.13,9.47,2,2012,806,82
2319,7.69,2.69,0.83,1,2017,807,82
2320,0.38,5.97,9.22,1,2020,808,82
2321,5.67,7.21,5.64,1,2017,809,82
2322,7.12,8.6,0.0,2,2011,810,82
2323,3.19,7.42,3.2,1,2015,811,82
2324,7.26,6.93,0.0,2,2016,896,83
2325,0.51,9.36,0.3,1,2017,897,83
2326,5.2,1.2,2.76,2,2015,898,83
2327,3.06,0.49,1.75,1,2014,899,83
2328,3.99,3.74,9.36,2,2017,900,83
2329,1.01,8.79,0.27,1,2018,901,83
2330,2.31,2.33,3.11,1,2014,902,83
2331,1.52,9.75,2.03,2,2019,903,83
2332,7.59,0.79,5.33,2,2016,904,83
2333,4.33,3.04,2.16,2,2014,905,83
2334,9.73,1.83,6.75,2,2014,906,83
2335,2.64,6.57,2.0,2,2015,907,83
2336,7.98,7.61,0.0,2,2017,908,83
2337,6.92,6.36,4.91,1,2015,909,83
2338,1.41,0.62,5.94,2,2012,910,83
2339,9.0,3.86,4.41,1,2011,911,83
2340,7.39,8.24,0.0,1,2017,912,83
2341,8.79,0.84,5.13,2,2016,913,83
2342,9.25,2.27,3.06,1,2014,914,83
2343,7.6,7.25,0.0,2,2018,915,83
2344,0.33,0.78,8.39,1,2013,916,83
2345,5.17,3.22,4.25,1,2018,917,83
2346,9.02,8.96,0.0,2,2014,918,83
2347,9.48,8.67,0.0,2,2017,919,83
2348,8.12,7.08,0.0,2,2010,920,83
2349,8.28,0.18,9.9,2,2016,921,83
2350,5.69,7.66,4.69,2,2016,922,83
2351,4.96,1.81,1.76,2,2010,923,83
2352,7.73,3.58,1.13,1,2013,252,84
2353,2.61,5.64,2.38,1,2018,253,84
2354,4.98,7.53,9.0,2,2013,254,84
2355,9.45,7.82,0.0,2,2015,255,84
2356,7.11,2.06,5.24,1,2014,256,84
2357,0.31,3.76,2.47,1,2016,257,84
2358,5.06,8.53,3.56,2,2016,258,84
2359,4.09,4.65,5.85,1,2016,259,84
2360,5.0,6.79,3.69,2,2015,260,84
2361,8.46,4.63,1.35,1,2014,261,84
2362,4.01,6.2,0.07,2,2019,262,84
2363,5.58,5.68,7.63,2,2019,263,84
2364,8.8,8.6,0.0,1,2015,264,84
2365,6.99,6.82,5.52,2,2018,265,84
2366,7.82,6.95,0.0,2,2014,266,84
2367,1.72,3.36,4.37,1,2020,267,84
2368,2.84,7.84,7.85,1,2013,268,84
2369,9.05,9.64,0.0,1,2016,269,84
2370,0.23,6.79,8.56,2,2018,270,84
2371,3.83,6.49,8.73,2,2014,271,84
2372,4.83,5.61,5.5,2,2019,272,84
2373,1.73,0.11,5.04,2,2015,273,84
2374,7.79,0.65,5.73,2,2013,274,84
2375,4.7,4.59,4.7,1,2012,275,84
2376,5.19,7.06,9.88,2,2016,276,84
2377,0.74,4.11,7.65,2,2017,277,84
2378,4.81,6.27,2.96,1,2015,278,84
2379,0.58,1.53,3.64,1,2015,279,84
2380,0.14,8.78,5.2,1,2012,56,85
2381,4.97,1.51,6.13,1,2015,57,85
2382,9.79,3.58,9.43,2,2017,58,85
2383,4.21,5.54,1.33,2,2018,59,85
2384,6.88,4.41,7.78,2,2011,60,85
2385,7.08,9.69,0.0,1,2012,61,85
2386,2.49,4.85,8.0,2,2016,62,85
2387,7.04,4.91,4.47,2,2014,63,85
2388,4.87,3.89,0.42,1,2014,64,85
2389,2.42,9.83,0.24,2,2016,65,85
2390,1.5,8.3,4.68,1,2017,66,85
2391,9.87,7.58,0.0,1,2015,67,85
2392,6.3,2.84,1.85,1,2018,68,85
2393,2.87,7.82,5.56,1,2015,69,85
2394,2.31,3.42,4.31,2,2018,70,85
2395,4.73,7.97,5.62,2,2018,71,85
2396,9.46,8.29,0.0,2,2020,72,85
2397,7.89,5.63,2.89,2,2016,73,85
2398,0.66,1.39,8.2,2,2014,74,85
2399,2.35,7.34,8.11,2,2014,75,85
2400,1.94,2.65,0.87,2,2012,76,85
2401,9.55,4.62,0.0,2,2013,77,85
2402,0.65,4.14,1.62,1,2019,78,85
2403,9.95,3.95,4.44,2,2015,79,85
2404,7.49,2.09,8.62,1,2016,80,85
2405,1.7,7.19,6.97,2,2014,81,85
2406,9.3,7.84,0.0,2,2014,82,85
2407,1.28,6.67,2.82,1,2017,83,85
2408,1.02,0.96,0.34,2,2016,476,86
2409,9.13,9.42,0.0,1,2015,477,86
2410,4.89,9.04,1.91,1,2017,478,86
2411,4.39,3.98,6.53,1,2012,479,86
2412,6.94,7.76,0.0,1,2016,480,86
2413,4.51,4.49,7.74,1,2015,481,86
2414,9.33,4.05,5.88,1,2011,482,86
2415,8.68,1.68,9.45,1,2010,483,86
2416,3.75,4.98,6.43,1,2013,484,86
2417,3.51,7.52,7.14,1,2014,485,86
2418,1.37,3.39,8.91,2,2018,486,86
2419,9.48,1.9,0.19,1,2011,487,86
2420,8.99,6.25,0.0,1,2017,488,86
2421,7.63,2.83,6.91,1,2014,489,86
2422,1.67,7.3,3.87,2,2015,490,86
2423,3.72,4.05,5.23,2,2018,491,86
2424,8.86,2.39,6.19,2,2015,492,86
2425,9.36,4.75,0.0,1,2015,493,86
2426,7.06,5.43,1.21,2,2018,494,86
2427,0.73,9.68,8.55,1,2017,495,86
2428,9.78,6.41,0.0,1,2016,496,86
2429,1.96,8.77,0.8,2,2013,497,86
2430,5.33,5.79,3.34,1,2014,498,86
2431,8.64,8.06,0.0,1,2019,499,86
2432,6.36,9.17,0.0,2,2014,500,86
2433,0.89,9.89,7.37,1,2019,501,86
2434,6.51,0.55,4.22,2,2013,502,86
2435,6.43,3.73,6.72,2,2016,503,86
2436,9.21,9.89,0.0,2,2015,812,87
2437,6.5,3.14,2.45,1,2015,813,87
2438,1.81,1.85,3.4,2,2018,814,87
2439,5.41,4.21,8.3,2,2014,815,87
2440,9.11,8.3,0.0,1,2015,816,87
2441,0.76,8.03,9.45,1,2015,817,87
2442,5.39,7.58,2.41,1,2019,818,87
2443,3.62,3.04,8.36,2,2013,819,87
2444,5.55,1.93,1.08,2,2014,820,87
2445,7.51,1.14,2.87,2,2015,821,87
2446,9.7,5.65,0.0,2,2015,822,87
2447,9.4,8.0,0.0,1,2012,823,87
2448,3.59,0.98,5.56,2,2016,824,87
2449,6.16,9.13,0.0,1,2012,825,87
2450,7.61,3.12,3.58,2,2013,826,87
2451,0.43,7.65,4.77,2,2011,827,87
2452,1.81,6.37,6.76,1,2012,828,87
2453,2.53,2.32,7.21,2,2016,829,87
2454,1.28,0.81,3.06,2,2014,830,87
2455,4.23,2.63,9.62,2,2013,831,87
2456,6.48,3.01,1.47,2,2015,832,87
2457,7.44,1.37,5.34,1,2014,833,87
2458,5.87,3.49,0.92,2,2015,834,87
2459,1.7,2.8,8.35,1,2019,835,87
2460,2.62,3.09,3.72,1,2013,836,87
2461,8.49,6.2,0.0,1,2018,837,87
2462,4.75,3.0,5.02,1,2018,838,87
2463,4.82,7.88,7.46,1,2013,839,87
2464,1.66,6.38,6.9,2,2016,616,88
2465,5.67,0.73,0.42,2,2015,617,88
2466,3.17,9.69,6.5,1,2020,618,88
2467,9.49,3.29,6.43,1,2017,619,88
2468,4.53,0.39,1.19,1,2011,620,88
2469,9.09,5.87,0.0,1,2014,621,88
2470,2.56,9.8,9.37,2,2014,622,88
2471,4.71,8.54,6.32,1,2017,623,88
2472,0.13,0.2,5.96,2,2012,624,88
2473,5.68,0.72,0.82,1,2012,625,88
2474,8.13,1.0,4.91,2,2015,626,88
2475,8.7,7.1,0.0,1,2018,627,88
2476,9.43,5.32,0.0,1,2020,628,88
2477,7.64,0.94,3.01,1,2014,629,88
2478,2.62,4.01,6.06,1,2020,630,88
2479,5.61,0.39,3.44,2,2020,631,88
2480,7.53,9.37,0.0,1,2010,632,88
2481,7.24,4.59,5.06,2,2013,633,88
2482,3.56,0.34,1.45,2,2014,634,88
2483,5.75,0.9,7.39,1,2011,635,88
2484,3.77,0.69,8.88,1,2017,636,88
2485,6.89,2.53,6.05,2,2017,637,88
2486,5.76,3.91,6.54,1,2016,638,88
2487,9.06,8.78,0.0,2,2012,639,88
2488,2.53,4.72,8.36,1,2016,640,88
2489,4.18,2.71,8.02,1,2017,641,88
2490,2.76,5.55,4.17,1,2013,642,88
2491,0.03,3.62,3.42,2,2017,643,88
2492,9.94,1.05,2.1,2,2014,1008,89
2493,6.77,8.57,0.0,1,2019,1009,89
2494,8.31,9.13,0.0,2,2013,1010,89
2495,0.03,5.08,4.81,1,2014,1011,89
2496,7.98,2.15,1.97,2,2017,1012,89
2497,4.49,2.82,5.46,1,2017,1013,89
2498,4.17,4.34,7.31,2,2013,1014,89
2499,1.79,3.21,1.67,1,2019,1015,89
2500,7.51,7.16,0.0,1,2016,1016,89
2501,6.91,0.55,4.32,2,2014,1017,89
2502,4.54,8.87,1.0,1,2016,1018,89
2503,2.43,1.12,5.18,2,2017,1019,89
2504,8.85,7.05,0.0,2,2013,1020,89
2505,3.53,9.34,8.68,1,2016,1021,89
2506,3.55,8.29,5.45,1,2014,1022,89
2507,6.23,3.33,8.82,2,2013,1023,89
2508,0.53,9.27,4.45,2,2015,1024,89
2509,2.64,6.95,8.43,1,2013,1025,89
2510,3.34,1.57,0.18,1,2019,1026,89
2511,9.21,1.09,4.54,1,2018,1027,89
2512,4.77,5.62,5.94,1,2011,1028,89
2513,3.26,6.24,3.38,1,2019,1029,89
2514,7.82,0.74,3.04,2,2016,1030,89
2515,6.46,0.94,3.63,1,2017,1031,89
2516,5.1,0.35,7.93,2,2011,1032,89
2517,2.23,7.21,6.79,2,2019,1033,89
2518,5.72,6.74,3.31,2,2017,1034,89
2519,1.46,9.63,1.15,2,2017,1035,89
2520,3.66,3.34,4.63,1,2012,476,90
2521,7.76,6.21,6.21,1,2015,477,90
2522,3.3,4.63,4.22,2,2015,478,90
2523,9.31,3.67,1.67,1,2015,479,90
2524,3.0,6.9,5.2,1,2014,480,90
2525,7.56,2.85,3.01,1,2011,481,90
2526,5.54,4.88,5.87,2,2013,482,90
2527,0.08,3.98,10.0,2,2016,483,90
2528,8.18,1.63,3.3,2,2014,484,90
2529,1.55,7.94,5.03,2,2011,485,90
2530,5.03,2.96,2.68,1,2010,486,90
2531,6.91,2.94,1.12,2,2017,487,90
2532,4.04,9.21,7.27,1,2015,488,90
2533,8.15,0.76,2.5,2,2014,489,90
2534,5.72,1.46,0.51,1,2014,490,90
2535,4.54,0.76,7.64,1,2013,491,90
2536,8.03,6.88,0.0,2,2012,492,90
2537,2.77,3.35,5.94,1,2013,493,90
2538,2.19,5.29,4.91,1,2010,494,90
2539,6.01,5.36,6.4,2,2015,495,90
2540,7.02,4.84,8.62,2,2016,496,90
2541,7.42,7.98,0.0,1,2015,497,90
2542,1.01,5.17,9.37,1,2015,498,90
2543,9.05,1.03,6.18,2,2017,499,90
2544,4.04,7.93,4.58,2,2013,500,90
2545,9.82,7.74,0.0,2,2013,501,90
2546,7.85,0.87,0.71,2,2018,502,90
